carat;cut;color;clarity;depth;table;price;x;y;z
112;Premium;G;VS1;622;59;7827;661;658;41
112;Ideal;G;VS1;622;56;7827;671;667;416
129;Good;F;SI1;638;60;7828;69;686;439
157;Very Good;J;VS2;602;59;7832;753;761;456
157;Very Good;J;VS2;626;59;7832;739;743;464
15;Fair;H;SI1;661;57;7832;706;698;464
111;Premium;F;VS1;594;58;7832;681;675;403
15;Premium;J;VS1;62;61;7832;737;724;453
211;Very Good;G;I1;632;57;7834;813;807;512
101;Very Good;F;VVS2;607;59;7835;64;646;39
3;Very Good;E;VS1;636;54;620;428;433;274
27;Ideal;F;VVS2;614;57;620;417;42;257
27;Ideal;E;VVS2;605;57;620;418;425;255
27;Ideal;E;VVS2;615;57;620;414;418;256
27;Ideal;F;VVS1;61;57;620;42;422;257
34;Ideal;H;VS1;622;55;620;447;449;279
32;Ideal;H;VS1;625;55;620;436;438;273
35;Good;H;VVS2;604;56;620;457;459;277
3;Premium;H;VVS1;607;58;620;435;438;265
27;Very Good;E;VVS2;638;54;621;406;409;26
41;Very Good;G;SI2;596;60;621;482;485;288
3;Ideal;E;VS2;613;57;621;43;434;265
3;Ideal;E;VS2;614;56;621;433;436;267
3;Ideal;E;VS2;617;58;621;427;429;264
3;Ideal;E;VS2;621;55;621;432;435;269
3;Ideal;E;VS2;613;58;621;43;432;264
31;Ideal;D;VS2;613;57;621;436;441;269
3;Ideal;F;VS1;616;54;621;432;435;267
3;Ideal;F;VS1;618;53;621;432;436;268
3;Ideal;F;VS1;625;57;621;426;428;267
3;Ideal;F;VS1;612;57;621;432;434;265
3;Ideal;F;VS1;622;56;621;431;434;269
3;Good;D;VS2;589;62;621;433;436;256
41;Good;J;VS1;632;59;621;467;47;296
33;Very Good;G;VS1;616;57;621;442;451;275
33;Premium;G;VS1;603;58;621;45;452;272
3;Very Good;E;VVS2;611;62;622;428;433;263
3;Very Good;E;VVS2;624;58;622;428;431;268
3;Very Good;E;VVS2;632;56;622;423;428;269
3;Very Good;E;VVS2;597;57;622;437;443;262
159;Very Good;I;SI2;616;57;7835;751;756;464
106;Ideal;G;VVS2;629;56;7836;66;656;414
102;Ideal;F;VS1;622;57;7836;639;643;399
159;Premium;J;SI1;625;60;7836;746;742;465
138;Very Good;H;SI1;632;56;7836;708;703;446
101;Premium;E;VS1;629;60;7839;636;632;399
125;Ideal;F;VS1;624;57;7840;69;683;429
15;Very Good;J;VVS2;628;62;7840;722;725;454
172;Ideal;H;SI1;622;57;7840;765;755;472
1;Premium;G;VVS2;628;59;7840;643;638;402
151;Very Good;I;SI2;60;59;7841;745;752;449
161;Premium;J;VS2;617;59;7844;751;746;462
126;Ideal;H;VS1;615;59;7845;694;691;426
101;Very Good;G;VVS2;608;59;7847;642;65;393
173;Good;J;SI1;638;60;7847;757;75;48
151;Ideal;J;VS2;617;57;7847;744;74;458
1;Premium;G;VVS1;629;53;7848;639;632;4
151;Very Good;E;SI2;619;57;7848;735;741;457
151;Good;J;VS1;606;55;7848;73;736;444
151;Premium;J;VS1;623;59;7848;731;734;456
151;Good;J;VS1;635;60;7848;723;729;461
139;Premium;G;SI1;613;59;7848;715;724;441
154;Premium;G;SI2;594;60;7848;752;749;446
154;Fair;F;SI2;644;60;7848;726;716;464
154;Ideal;I;VS2;607;56;7848;751;746;454
127;Premium;H;VS2;611;58;7849;696;688;423
1;Ideal;F;VVS2;615;55;7849;646;641;396
122;Premium;G;VS1;616;60;7850;685;688;423
133;Ideal;H;VS2;626;57;7850;702;698;438
107;Ideal;F;VS1;621;55;7850;658;656;408
104;Premium;D;VS2;611;60;7852;651;648;397
25;Fair;G;I1;647;57;7854;848;844;547
13;Premium;H;VS1;615;58;7855;698;696;429
174;Premium;I;SI2;622;58;7858;765;761;475
107;Ideal;G;VS1;621;57;7858;648;657;405
153;Ideal;I;SI2;624;54;7859;734;741;46
102;Very Good;G;VVS1;621;59;7861;636;639;396
102;Good;G;VVS1;636;58;7861;637;64;406
153;Very Good;H;SI1;631;56;7862;732;727;46
15;Good;D;SI2;611;64;7862;735;726;446
156;Good;H;SI1;637;57;7862;734;725;465
18;Ideal;D;SI2;629;54;7862;777;774;488
108;Very Good;G;VVS2;631;56;7862;658;651;413
101;Premium;F;VS1;588;60;7862;659;651;385
101;Premium;G;VVS2;607;58;7862;652;649;395
111;Good;D;VS2;632;57;7863;661;664;418
151;Premium;H;SI2;625;57;7864;736;726;457
151;Premium;H;SI2;604;59;7864;73;727;44
119;Premium;H;VS1;619;59;7864;683;675;42
12;Premium;F;VS2;601;57;7865;682;676;408
152;Very Good;I;SI2;598;62;7866;741;747;445
12;Ideal;H;VS1;621;57;7869;677;682;422
101;Ideal;F;VS1;611;59;7870;646;65;396
122;Ideal;H;SI1;619;55;7870;682;687;424
122;Premium;G;VS2;612;58;7870;691;681;42
113;Premium;G;VVS2;614;58;7875;668;673;412
151;Good;F;SI2;629;55;7875;722;728;456
103;Ideal;G;VVS2;616;57;7876;648;651;4
154;Very Good;E;SI2;59;62;7877;756;759;447
1;Very Good;D;VS1;627;60;7877;631;636;397
121;Very Good;F;SI1;602;60;7877;692;696;418
12;Ideal;I;VVS2;615;56;7877;679;684;419
105;Premium;F;VS1;61;58;7879;66;655;401
103;Ideal;G;VS1;618;56;7880;646;651;401
118;Premium;G;VVS2;61;58;7881;679;684;416
123;Ideal;I;VS1;611;57;7881;688;69;421
101;Premium;F;VVS1;625;58;7882;641;635;399
101;Very Good;G;VVS2;633;57;7885;631;636;401
1;Ideal;G;VVS2;598;54;7885;658;654;392
1;Ideal;G;VVS2;608;57;7885;647;645;393
1;Premium;E;VS1;614;59;7885;644;642;395
133;Ideal;I;VVS2;622;56;7887;701;704;437
101;Ideal;F;VS1;62;57;7887;646;642;399
15;Very Good;H;SI2;63;58;7888;72;725;455
83;Very Good;D;IF;597;53;7889;614;623;369
151;Very Good;I;SI1;631;56;7891;728;733;461
139;Very Good;I;VS1;622;57;7893;717;71;444
134;Ideal;F;SI1;617;55;7893;707;713;438
15;Good;H;SI2;634;59;7897;72;725;458
102;Ideal;G;VVS2;611;57;7898;648;651;397
152;Premium;J;VS2;62;59;7899;731;728;452
106;Very Good;E;VS1;63;58;7900;646;649;408
106;Ideal;G;VVS2;61;57;7900;655;657;4
123;Ideal;H;VS2;628;56;7900;676;684;427
101;Ideal;E;VS2;604;58;7900;649;652;393
165;Very Good;J;SI1;617;56;7903;761;766;471
16;Premium;J;VS1;626;59;7903;751;74;466
126;Premium;D;SI1;595;59;7903;713;706;422
12;Ideal;D;SI1;627;55;7903;679;671;423
112;Premium;F;VS1;618;59;7903;675;665;414
112;Premium;F;VS1;612;58;7903;672;668;41
156;Premium;J;VS2;617;58;7904;746;741;459
121;Very Good;G;VS2;595;58;7906;696;703;416
16;Very Good;I;SI2;622;59;7906;742;746;463
103;Ideal;F;VS1;615;56;7906;647;653;4
152;Premium;H;SI2;62;58;7906;737;734;456
12;Very Good;D;SI1;626;59;7909;671;675;421
107;Premium;E;VS1;62;60;7909;658;649;405
126;Very Good;G;SI1;633;58;7910;688;684;434
155;Premium;J;VS2;607;59;7911;747;75;454
167;Very Good;J;SI1;623;59;7911;759;763;474
121;Good;F;VS2;637;58;7911;667;671;426
15;Fair;I;SI1;567;63;7912;752;757;428
101;Good;F;VVS2;627;61;7915;63;634;396
151;Very Good;D;SI2;632;59;7915;725;718;456
119;Ideal;D;VS2;604;56;7916;687;693;417
102;Ideal;F;VS1;615;56;7916;647;65;399
111;Ideal;G;VS1;621;57;7917;661;663;411
111;Ideal;G;VS1;616;56;7917;664;667;41
108;Ideal;F;VS2;623;54;7917;66;656;41
1;Fair;E;VVS2;654;56;7918;628;62;408
135;Premium;H;VS2;615;58;7918;709;715;438
103;Premium;E;VS1;624;58;7919;65;641;403
12;Ideal;G;SI1;612;56;7920;687;688;421
184;Premium;H;SI2;61;58;7922;797;787;481
122;Ideal;G;VS2;62;55;7923;683;691;426
163;Ideal;H;SI2;624;57;7923;759;752;471
108;Ideal;F;VS2;61;57;7923;668;661;406
125;Premium;D;SI1;624;58;7924;689;683;428
108;Ideal;G;VS1;624;55;7925;657;663;412
117;Ideal;F;VS2;618;55;7927;674;681;419
128;Very Good;E;SI1;598;591;7927;699;705;421
121;Very Good;F;VS2;635;55;7928;677;671;428
114;Very Good;D;VS2;587;60;7928;682;688;402
143;Fair;E;SI1;651;56;7928;71;703;461
121;Ideal;H;VS1;628;54;7928;681;678;426
151;Good;H;SI2;628;60;7929;722;726;455
12;Ideal;G;VS2;619;57;7930;686;683;424
146;Premium;G;SI2;595;59;7931;734;729;435
174;Premium;H;SI1;621;59;7932;769;763;476
152;Good;G;SI2;631;58;7933;721;73;458
106;Ideal;G;VVS2;616;563;7934;653;656;403
101;Ideal;G;VVS2;609;54;7934;65;653;397
22;Fair;I;I1;663;56;7934;805;8;532
15;Ideal;G;SI2;615;57;7936;733;739;453
127;Ideal;H;VS2;629;54;7937;688;692;434
121;Ideal;I;VVS2;613;56;7938;683;687;42
137;Very Good;I;VS1;618;57;7939;709;714;44
101;Ideal;G;VVS2;625;56;7941;638;641;4
142;Ideal;J;VS2;617;56;7942;722;727;447
102;Very Good;G;VVS2;631;59;7942;645;638;405
165;Very Good;J;SI1;615;58;7943;749;762;465
159;Ideal;J;SI1;613;57;7943;743;752;458
133;Premium;H;VS2;626;58;7943;707;701;441
1;Very Good;G;VVS1;607;58;7945;646;653;394
123;Ideal;H;VS1;621;54;7946;687;689;427
125;Premium;G;VS2;612;57;7948;695;691;424
114;Ideal;G;VS1;623;56;7948;673;67;418
151;Good;H;VS2;638;56;7949;724;717;46
1;Very Good;G;VVS2;627;57;7950;632;637;398
156;Premium;F;SI2;588;59;7950;776;761;452
156;Fair;G;SI2;648;59;7950;738;719;472
156;Fair;I;SI1;646;62;7950;726;723;468
104;Ideal;G;VS1;617;56;7951;647;652;401
137;Premium;G;VS2;616;59;7951;711;704;436
151;Very Good;J;VS1;637;55;7953;716;728;46
104;Premium;G;VVS2;618;58;7953;647;651;401
159;Premium;J;VS2;626;59;7953;745;743;466
107;Premium;D;VS2;609;59;7954;663;658;402
121;Ideal;H;VVS2;604;57;7954;69;693;418
101;Good;D;VS1;631;59;7955;634;637;401
105;Ideal;F;VS1;621;56;7955;654;659;408
121;Ideal;E;SI1;621;56;7955;683;688;426
15;Premium;I;SI1;623;57;7955;728;722;452
141;Very Good;H;SI1;629;57;7956;704;708;444
125;Very Good;F;SI1;614;56;7956;691;694;425
151;Good;I;SI2;636;60;7957;727;723;461
201;Good;H;I1;617;63;7959;791;794;489
102;Fair;F;VVS1;646;59;7960;631;626;406
109;Ideal;G;VS2;622;55;7961;661;665;413
116;Premium;G;VS1;619;58;7962;672;676;417
158;Premium;E;SI2;61;60;7963;754;751;459
13;Very Good;E;SI1;591;60;7963;712;717;422
101;Premium;G;VVS2;619;59;7964;645;641;398
101;Premium;E;VS1;608;59;7964;646;642;392
101;Premium;E;VS1;629;61;7964;639;633;4
101;Premium;E;VS1;62;59;7964;642;638;397
134;Very Good;H;VS2;614;58;7965;713;707;436
105;Ideal;D;VS2;617;59;7965;65;653;402
1;Ideal;D;VS1;624;55;7966;64;643;4
153;Ideal;I;VS1;629;57;7968;736;73;461
105;Very Good;E;VS1;631;59;7969;649;645;408
112;Ideal;G;VS1;615;55;7970;667;669;411
153;Very Good;I;SI1;633;58;7971;726;731;461
15;Fair;G;SI2;647;55;7972;716;713;462
155;Premium;I;SI2;585;60;7972;764;758;445
117;Good;G;VS1;60;64;7972;682;677;408
101;Very Good;G;IF;60;61;7974;641;645;386
101;Very Good;G;IF;63;60;7974;631;635;399
107;Very Good;G;VVS2;628;57;7975;646;656;409
157;Premium;I;SI2;624;58;7976;741;737;461
115;Very Good;D;VS1;629;54;7978;672;669;422
109;Ideal;E;VS2;624;55;7978;655;66;41
159;Ideal;I;SI2;616;57;7978;756;751;464
1;Ideal;G;VVS2;628;57;7979;637;643;402
137;Ideal;H;VS1;638;56;7979;701;698;446
15;Good;D;SI1;566;64;7980;751;743;423
127;Premium;E;SI1;609;59;7980;703;697;426
101;Premium;F;VS1;612;59;7982;648;642;395
133;Premium;H;VS2;607;59;7982;708;713;431
132;Ideal;F;VS2;623;57;7983;706;697;437
12;Very Good;G;VS2;622;57;7983;675;678;421
16;Ideal;H;VS2;615;56;7983;757;752;464
15;Premium;J;VVS2;628;62;7983;725;722;454
13;Very Good;G;SI1;61;57;7985;701;706;429
124;Ideal;G;VVS2;619;56;7986;687;683;424
139;Premium;H;SI1;627;58;7986;715;708;446
155;Ideal;J;SI1;617;54;7987;742;755;462
155;Ideal;J;SI1;617;54;7987;747;75;462
123;Ideal;G;VS2;615;54;7988;689;692;425
151;Premium;I;SI1;618;60;7989;723;73;449
119;Very Good;G;VS1;591;58;7989;696;705;414
152;Ideal;I;SI2;625;58;7990;729;733;457
151;Ideal;H;SI2;623;58;7990;727;733;455
153;Very Good;H;SI2;614;60;7991;736;743;454
151;Very Good;J;VS1;635;60;7991;729;723;461
139;Premium;G;SI1;613;59;7991;724;715;441
109;Very Good;G;VS1;599;56;7992;674;681;406
109;Ideal;G;VS1;617;54;7992;665;67;412
121;Ideal;G;VS2;619;55;7996;69;684;425
121;Ideal;G;VS2;611;57;7996;695;685;422
121;Premium;G;VS2;622;58;7996;685;681;425
115;Ideal;G;VS1;619;56;7999;671;673;416
134;Ideal;H;VS2;608;55;7999;718;712;435
137;Ideal;I;VS2;616;55;8000;713;716;44
157;Premium;F;SI2;602;60;8001;749;743;449
152;Fair;H;SI1;653;58;8001;714;71;465
152;Premium;H;VS2;61;61;8001;745;738;452
121;Ideal;G;VS2;618;57;8001;683;679;421
1;Very Good;G;IF;583;62;8002;651;657;381
106;Premium;G;VVS2;596;58;8003;661;665;395
123;Premium;H;VVS2;628;56;8004;69;682;431
102;Good;G;VVS1;636;58;8005;64;637;406
102;Premium;G;VVS1;621;59;8005;639;636;396
111;Very Good;D;VS2;632;57;8006;664;661;418
1;Very Good;F;VVS1;63;56;8008;632;637;4
1;Premium;G;VVS1;621;59;8008;629;64;394
1;Ideal;D;VS2;622;54;8008;645;642;4
151;Fair;H;SI1;665;56;8010;703;699;466
152;Premium;I;SI2;598;62;8010;747;741;445
102;Good;F;VS1;626;543;8011;641;645;402
102;Ideal;F;VS1;61;56;8011;649;652;397
102;Ideal;E;VS1;622;54;8011;644;646;401
104;Ideal;G;VVS2;621;551;8012;65;651;404
167;Good;J;SI1;588;61;8013;771;773;454
15;Very Good;J;VS1;622;58;8014;719;727;45
122;Ideal;H;VVS2;618;57;8014;685;689;425
122;Ideal;H;VVS2;622;56;8014;683;687;426
122;Ideal;H;VVS2;627;54;8014;677;683;427
107;Premium;E;VS1;597;61;8015;669;664;398
101;Premium;G;VVS2;612;58;8016;645;649;396
114;Ideal;F;VS2;614;56;8017;673;678;414
115;Premium;F;VS1;627;58;8018;672;667;42
142;Good;E;SI2;601;61;8019;732;742;443
113;Premium;G;VVS2;614;58;8019;673;668;412
165;Very Good;H;SI2;634;59;8020;753;749;476
11;Very Good;G;VVS1;615;57;8020;661;666;408
121;Ideal;G;VS1;625;55;8020;679;68;425
103;Ideal;G;VVS2;616;57;8020;651;648;4
1;Premium;D;VS1;627;60;8020;636;631;397
154;Premium;E;SI2;59;62;8020;759;756;447
153;Ideal;I;SI2;614;58;8021;74;742;455
105;Ideal;G;VS1;612;57;8022;651;655;4
102;Ideal;F;VS1;612;57;8024;645;652;398
161;Premium;F;SI1;629;59;8024;75;743;469
118;Premium;G;VVS2;61;58;8025;684;679;416
101;Ideal;G;VVS2;611;57;8029;649;654;398
101;Ideal;G;VVS2;609;56;8029;651;655;398
141;Ideal;H;SI2;62;56;8030;717;724;447
12;Premium;G;VS2;623;56;8030;68;668;42
12;Very Good;G;VS2;635;57;8032;676;666;426
12;Good;G;VS2;578;59;8032;706;7;406
12;Very Good;G;VS2;631;57;8032;674;669;424
151;Premium;H;SI2;614;60;8033;737;731;451
151;Premium;F;SI1;62;57;8033;736;728;454
151;Ideal;J;VS2;611;57;8033;736;73;448
101;Ideal;G;VVS2;622;56;8034;641;646;4
119;Ideal;G;VS1;619;55;8034;681;687;422
153;Ideal;H;SI2;624;58;8034;732;738;459
157;Ideal;J;SI1;62;556;8035;743;747;462
125;Ideal;H;VVS2;606;57;8036;7;697;423
2;Fair;I;SI2;668;55;8037;775;771;516
138;Ideal;H;VS1;636;56;8037;705;7;447
116;Ideal;D;VS2;621;57;8038;67;673;417
12;Very Good;H;VS1;602;57;8039;688;695;416
15;Very Good;J;VS1;617;58;8039;729;733;451
12;Ideal;H;VS1;611;58;8039;684;688;419
126;Very Good;G;VS2;633;57;8040;688;693;437
12;Ideal;G;VS2;624;547;8040;679;685;425
301;Premium;I;I1;627;58;8040;91;897;567
102;Ideal;G;VVS2;611;57;8042;651;648;397
15;Good;G;SI2;643;57;8043;72;729;466
106;Premium;E;VS1;63;58;8044;649;646;408
106;Ideal;G;VVS2;61;57;8044;657;655;4
15;Fair;H;VS1;648;55;8044;725;72;468
17;Premium;I;SI1;616;56;8044;765;755;468
3;Fair;H;I1;671;57;8044;893;884;597
156;Good;I;SI2;585;61;8048;758;763;445
188;Good;J;SI2;579;59;8048;816;811;471
151;Very Good;J;SI1;631;55;8049;725;732;46
3;Ideal;E;VVS2;607;57;622;436;441;266
31;Ideal;E;VS2;618;56;622;435;437;269
3;Ideal;E;VS2;622;57;622;426;432;267
4;Ideal;G;SI2;619;54;622;475;48;294
3;Good;E;VVS2;63;58;622;427;434;271
3;Good;E;VVS2;611;61;622;432;436;265
3;Good;E;VVS2;595;59;622;435;439;26
27;Very Good;E;VVS2;63;56;622;412;414;26
27;Ideal;D;VVS1;622;56;622;412;415;257
27;Very Good;D;VVS2;623;57;622;413;415;258
27;Ideal;E;VVS2;618;57;622;412;416;256
27;Ideal;E;VVS2;622;55;622;412;417;258
27;Ideal;D;VVS1;619;57;622;415;418;258
27;Ideal;E;VVS2;621;57;622;413;415;257
27;Very Good;E;VVS2;59;59;622;424;427;251
4;Very Good;D;SI2;63;59;622;464;469;294
4;Good;D;SI2;631;57;622;472;475;299
4;Good;E;SI2;639;57;622;465;471;299
4;Good;D;SI2;634;59;622;467;47;297
4;Good;D;SI2;638;54;622;47;473;301
27;Ideal;D;VVS2;626;56;622;413;415;259
27;Ideal;E;VVS2;625;57;622;41;413;257
27;Ideal;E;VVS1;623;56;622;415;417;259
27;Very Good;D;VVS2;622;59;622;408;412;255
27;Premium;E;VVS1;606;58;622;418;42;254
27;Ideal;E;VVS2;62;55;622;412;414;256
4;Good;D;SI2;631;56;622;465;467;294
4;Good;E;SI2;631;57;622;47;472;297
4;Good;E;SI2;635;56;622;468;471;298
4;Good;D;SI2;639;53;622;468;471;3
151;Ideal;J;SI1;614;57;8049;738;743;455
151;Very Good;F;SI2;634;58;8050;729;722;46
113;Ideal;G;VS1;615;56;8051;671;673;413
147;Very Good;J;VVS2;626;60;8055;717;724;451
155;Premium;J;VS2;607;59;8055;75;747;454
155;Ideal;I;SI2;607;60;8056;749;746;454
12;Premium;G;VS1;624;59;8056;673;669;419
12;Premium;G;VS1;625;59;8056;672;664;419
109;Premium;F;VS1;609;58;8057;663;667;405
151;Very Good;J;VS1;614;57;8057;73;738;451
158;Very Good;J;SI1;616;57;8057;747;754;462
109;Ideal;G;VVS2;615;55;8057;666;661;408
15;Very Good;H;SI1;629;56;8058;724;733;458
153;Premium;J;VS1;601;59;8058;747;751;45
153;Very Good;J;VS1;628;59;8058;731;734;46
11;Ideal;G;VS1;62;58;8060;659;664;41
116;Ideal;G;VS2;625;55;8061;675;669;42
102;Ideal;F;VS1;615;56;8061;65;647;399
135;Premium;H;VS2;622;56;8062;713;708;442
122;Premium;G;VS2;611;56;8062;694;685;421
122;Ideal;G;VS2;62;57;8062;688;683;425
153;Ideal;I;SI2;637;58;8062;731;727;464
135;Premium;H;VS2;615;58;8062;715;709;438
153;Ideal;I;SI2;613;59;8062;742;739;454
112;Ideal;F;VS2;612;56;8063;667;673;411
124;Very Good;G;VS2;591;59;8064;702;708;417
2;Fair;H;I1;668;57;8064;781;772;519
125;Premium;G;VS2;619;58;8064;691;685;426
15;Premium;E;SI2;615;59;8064;73;723;447
101;Premium;D;VVS2;622;59;8065;636;63;394
122;Ideal;G;VS2;62;55;8067;691;683;426
151;Ideal;J;VS1;616;58;8067;735;743;455
122;Premium;G;VS2;609;57;8067;694;689;421
143;Very Good;H;SI1;628;58;8069;708;713;446
155;Premium;I;SI2;582;59;8069;773;763;447
124;Ideal;H;VVS2;62;56;8069;692;686;427
112;Very Good;G;VVS1;589;60;8072;678;691;403
117;Ideal;F;VS2;618;55;8072;681;674;419
124;Very Good;E;SI1;617;59;8073;685;689;424
151;Very Good;I;SI1;614;60;8073;737;733;451
112;Ideal;F;VS2;626;56;8074;659;663;414
151;Premium;H;SI2;628;60;8074;726;722;455
14;Ideal;H;SI1;624;56;8075;711;718;446
162;Ideal;J;SI1;624;532;8075;747;751;468
155;Good;J;VS1;623;56;8076;744;752;466
1;Very Good;D;VS1;605;59;8077;643;646;39
101;Ideal;F;VS1;609;57;8077;652;649;396
123;Very Good;D;SI1;623;57;8079;68;687;426
134;Ideal;I;VVS2;614;56;8079;707;709;435
123;Ideal;H;VVS2;62;55;8079;685;69;426
1;Good;F;VVS2;607;62;8079;636;64;387
112;Ideal;G;VS1;611;56;8080;67;673;41
15;Very Good;I;SI1;635;59;8081;716;708;452
101;Very Good;F;VS1;626;56;8081;639;636;399
123;Ideal;G;VS2;624;57;8085;683;688;428
155;Ideal;J;VS2;617;55;8088;738;743;458
103;Very Good;F;VS1;628;541;8089;639;648;405
104;Very Good;F;VS1;616;60;8090;649;654;401
151;Ideal;J;VS1;627;56;8092;73;735;459
154;Ideal;I;SI2;603;59;8092;743;746;449
106;Ideal;G;VS1;615;57;8093;654;656;403
106;Ideal;G;VS1;617;55;8093;653;656;404
106;Ideal;G;VS1;613;57;8093;653;656;401
106;Ideal;G;VS1;617;57;8093;652;657;404
134;Ideal;H;VS2;621;57;8094;7;705;436
153;Very Good;G;SI2;611;58;8095;738;741;452
153;Good;I;SI1;631;57;8095;728;734;461
102;Ideal;E;VS1;601;57;8096;652;659;394
151;Good;I;SI1;637;61;8097;711;715;454
121;Ideal;G;VS2;598;57;8097;698;69;415
104;Premium;G;VVS2;618;58;8098;651;647;401
125;Premium;H;VS1;613;55;8099;696;693;426
125;Premium;H;VS1;62;59;8099;688;684;425
121;Good;G;VS2;638;56;8099;674;667;428
105;Ideal;F;VS1;623;55;8100;653;65;406
101;Very Good;D;VS1;631;59;8101;637;634;401
142;Premium;H;SI1;623;58;8102;715;719;447
101;Ideal;G;VVS2;622;54;8104;641;648;401
201;Very Good;H;I1;617;63;8104;794;791;489
201;Good;J;SI1;643;54;8104;805;795;514
131;Premium;H;VS2;61;58;8106;71;706;432
102;Ideal;G;VVS2;592;58;8107;656;662;39
156;Good;J;VS2;623;64;8107;741;736;46
116;Premium;G;VS1;619;58;8107;676;672;417
15;Premium;D;SI2;626;59;8108;72;723;452
15;Good;D;SI2;634;59;8108;72;725;458
177;Good;J;SI2;634;60;8109;761;765;484
119;Premium;G;VS1;626;58;8109;678;671;422
134;Good;H;VS2;591;60;8109;715;719;424
152;Premium;J;VS1;62;59;8110;734;736;456
152;Premium;J;VS1;624;59;8110;731;736;458
126;Ideal;H;SI1;616;56;8110;688;693;426
126;Ideal;H;SI1;619;57;8110;688;693;427
111;Ideal;G;VS1;614;57;8112;668;665;409
15;Good;H;SI1;649;57;8112;708;715;462
126;Premium;G;VS2;601;61;8113;704;697;421
115;Ideal;D;VS2;585;57;8114;696;693;406
105;Premium;F;VS1;623;55;8114;657;649;407
1;Very Good;G;VVS1;634;57;8115;633;636;402
17;Good;H;SI2;636;56;8115;751;756;479
147;Premium;F;SI2;594;59;8115;747;742;442
167;Premium;H;SI2;626;60;8118;757;752;472
101;Ideal;D;VS2;621;58;8119;64;642;398
104;Ideal;G;VVS1;625;55;8120;645;654;406
107;Ideal;G;VVS2;628;57;8120;656;646;409
101;Premium;G;IF;60;61;8120;645;641;386
101;Premium;G;IF;63;60;8120;635;631;399
114;Ideal;G;VS1;618;55;8121;671;676;416
12;Very Good;G;VS2;622;58;8124;675;679;421
13;Ideal;H;VS2;628;56;8124;703;693;438
1;Premium;D;VS1;597;60;8124;645;642;384
152;Premium;H;SI2;587;62;8127;76;753;444
15;Very Good;I;SI1;603;60;8127;746;743;449
123;Premium;G;VS2;611;57;8128;696;691;424
111;Ideal;G;VS1;628;55;8129;66;665;416
114;Very Good;F;VS2;59;60;8131;684;681;403
152;Ideal;J;SI1;619;56;8131;737;741;457
121;Ideal;H;VVS2;613;57;8131;692;687;423
123;Ideal;G;VS2;615;54;8133;692;689;425
103;Ideal;F;VS1;623;57;8133;645;652;404
101;Ideal;F;VS1;621;54;8133;642;644;399
14;Premium;H;SI1;621;60;8133;721;712;445
157;Fair;H;VS1;673;66;8133;785;575;387
17;Good;J;VS2;636;59;8134;753;748;477
151;Premium;E;SI2;593;61;8135;757;751;447
1;Very Good;G;VVS2;63;54;8138;637;643;403
1;Very Good;D;VS2;624;57;8138;636;64;398
16;Ideal;J;SI1;622;55;8138;746;753;466
128;Premium;G;VS2;621;60;8139;695;689;43
121;Premium;F;VS2;613;58;8139;689;684;421
15;Good;G;SI2;579;61;8144;747;751;434
123;Premium;G;VS1;596;60;8145;694;699;415
107;Ideal;G;VVS2;623;54;8145;654;656;408
17;Good;J;VS2;64;58;8146;741;747;476
15;Premium;H;SI2;608;58;8148;739;734;448
15;Very Good;G;SI2;613;63;8148;728;723;445
109;Ideal;G;VVS2;62;548;8149;66;663;41
106;Premium;G;VVS2;596;58;8149;665;661;395
12;Very Good;G;VS1;625;57;8150;684;675;425
152;Very Good;G;SI2;609;57;8151;744;75;455
1;Premium;F;VVS1;63;56;8154;637;632;4
1;Premium;G;VVS1;621;59;8154;64;629;394
113;Ideal;F;VS2;601;56;8157;676;684;409
102;Ideal;F;VS1;61;56;8157;652;649;397
102;Ideal;F;VS1;626;54;8157;645;641;402
109;Ideal;E;VS2;606;57;8158;666;667;404
15;Good;I;SI1;629;60;8161;712;716;449
102;Ideal;G;IF;625;57;8162;637;644;4
133;Very Good;F;SI1;633;56;8163;691;695;439
101;Premium;G;VVS2;612;58;8163;649;645;396
13;Premium;F;SI1;614;59;8164;701;697;429
15;Good;H;VS2;643;60;8165;716;708;458
15;Good;H;VS2;639;59;8165;725;718;461
15;Very Good;E;SI2;627;59;8167;722;73;455
122;Ideal;H;VS1;626;56;8167;683;687;429
102;Ideal;G;VVS1;615;57;8168;644;647;397
103;Ideal;F;VS1;621;55;8169;647;65;403
106;Premium;G;VVS1;611;58;8170;653;657;4
151;Ideal;J;VS1;619;58;8170;728;733;452
1;Very Good;F;VVS2;632;56;8172;635;63;4
142;Ideal;I;VS2;604;55;8173;728;738;443
155;Very Good;H;SI2;625;61;8174;731;734;458
159;Ideal;J;SI1;624;55;8176;745;748;466
1;Premium;E;VS1;591;59;8176;656;651;386
154;Premium;G;SI1;63;59;8176;731;726;459
12;Premium;G;VS1;584;61;8177;695;691;405
15;Good;F;SI2;597;61;8181;739;744;443
102;Premium;D;VS1;603;58;8181;657;649;394
102;Premium;D;VS1;613;58;8181;652;647;398
102;Ideal;D;VS1;605;56;8181;655;648;394
162;Premium;J;SI1;62;60;8183;752;744;464
16;Premium;H;SI2;594;59;8184;755;76;45
15;Very Good;H;SI2;625;60;8184;725;732;455
111;Very Good;G;SI1;607;59;8184;66;665;402
116;Ideal;D;VS2;621;57;8185;673;67;417
112;Ideal;G;VS2;609;56;8189;67;674;409
